id,name,type,organ,ontology_id
CL:1000413$$1353,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1354,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1355,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0035640,middle vesical artery,AS,blood_vasculature,UBERON:0035640
CL:0000071$$1356,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1357,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1358,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1359,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001310,umbilical artery,AS,blood_vasculature,UBERON:0001310
CL:0000071$$1360,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1361,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1362,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1363,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0005192,deferent duct artery,AS,blood_vasculature,UBERON:0005192
CL:0000071$$1364,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1365,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1366,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1367,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0002493,uterine artery,AS,blood_vasculature,UBERON:0002493
CL:0000071$$1368,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1369,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1370,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1371,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0015173,helicine branch of uterine artery,AS,blood_vasculature,UBERON:0015173
CL:0000071$$1372,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1373,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1374,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1375,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:radial-artery-of-uterus,radial artery of uterus,AS,blood_vasculature,ASCTB-TEMP:radial-artery-of-uterus
CL:0000071$$1376,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1377,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1378,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1379,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0015171,uterine spiral artery,AS,blood_vasculature,UBERON:0015171
CL:0000071$$1380,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1381,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1382,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1383,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:18832,Vaginal artery,AS,blood_vasculature,FMA:18832
CL:0000071$$1384,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1385,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1386,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1387,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:69798,Posterior division of internal iliac artery,AS,blood_vasculature,FMA:69798
CL:0000071$$1388,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1389,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1390,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1391,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001313,iliolumbar artery,AS,blood_vasculature,UBERON:0001313
CL:0000071$$1392,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1393,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1394,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1395,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:18850,Iliac part of iliolumbar artery,AS,blood_vasculature,FMA:18850
CL:0000071$$1396,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1397,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1398,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1399,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:18849,Lumbar part of iliolumbar artery,AS,blood_vasculature,FMA:18849
CL:0000071$$1400,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1401,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1402,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1403,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:18855,Lateral sacral artery,AS,blood_vasculature,FMA:18855
CL:0000071$$1404,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1405,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1406,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1407,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001315,superior gluteal artery,AS,blood_vasculature,UBERON:0001315
CL:0000071$$1408,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1409,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1410,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1411,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:21121,Deep part of superior gluteal artery,AS,blood_vasculature,FMA:21121
CL:0000071$$1412,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1413,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1414,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1415,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:21120,Superficial part of superior gluteal artery,AS,blood_vasculature,FMA:21120
CL:0000071$$1416,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1417,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1418,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1419,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001183,inferior mesenteric artery,AS,blood_vasculature,UBERON:0001183
CL:0000071$$1420,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1421,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1422,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1423,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8410022,left colic artery,AS,blood_vasculature,UBERON:8410022
CL:0000071$$1424,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1425,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1426,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1427,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14828,Ascending branch of left colic artery,AS,blood_vasculature,FMA:14828
CL:0000071$$1428,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1429,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1430,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1431,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14824,Marginal colic artery,AS,blood_vasculature,FMA:14824
CL:0000071$$1432,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1433,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1434,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1435,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:vasa-recta-of-colon,vasa recta of colon,AS,blood_vasculature,ASCTB-TEMP:vasa-recta-of-colon
CL:0000071$$1436,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1437,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1438,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1439,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:long-branch-of-vasa-recta-of-colon,long branch of vasa recta of colon,AS,blood_vasculature,ASCTB-TEMP:long-branch-of-vasa-recta-of-colon
CL:0000071$$1440,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1441,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1442,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1443,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:submucosal-artery-of-colon,submucosal artery of colon,AS,blood_vasculature,ASCTB-TEMP:submucosal-artery-of-colon
CL:0000071$$1444,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1445,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1446,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1447,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:recurrent-muscular-branch-of-submucosal-artery-of-colon,recurrent muscular branch of submucosal artery of colon,AS,blood_vasculature,ASCTB-TEMP:recurrent-muscular-branch-of-submucosal-artery-of-colon
CL:0000071$$1448,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1449,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1450,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1451,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:submucosal-arteriole-of-colon,submucosal arteriole of colon,AS,blood_vasculature,ASCTB-TEMP:submucosal-arteriole-of-colon
CL:0000071$$1452,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$1453,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$1454,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1455,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:mucosal-arteriole-of-colon,mucosal arteriole of colon,AS,blood_vasculature,ASCTB-TEMP:mucosal-arteriole-of-colon
CL:0000071$$1456,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$1457,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$1458,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1459,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:branch-of-mucous-plexus-of-colon,branch of mucous plexus of colon,AS,blood_vasculature,ASCTB-TEMP:branch-of-mucous-plexus-of-colon
CL:0000071$$1460,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$1461,capillary endothelial cell,CT,blood_vasculature,CL:0002144
ASCTB-TEMP:subserous-artery-of-colon,subserous artery of colon,AS,blood_vasculature,ASCTB-TEMP:subserous-artery-of-colon
CL:0000071$$1462,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1463,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1464,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1465,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:short-branch-of-vasa-recta-of-colon,short branch of vasa recta of colon,AS,blood_vasculature,ASCTB-TEMP:short-branch-of-vasa-recta-of-colon
CL:0000071$$1466,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1467,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1468,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1469,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:subserous-artery-of-colon-2,subserous artery of colon #2,AS,blood_vasculature,ASCTB-TEMP:subserous-artery-of-colon-2
CL:0000071$$1470,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1471,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1472,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1473,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:meandering-mesenteric-artery,meandering mesenteric artery,AS,blood_vasculature,ASCTB-TEMP:meandering-mesenteric-artery
CL:0000071$$1474,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1475,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1476,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1477,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14829,Descending branch of left colic artery,AS,blood_vasculature,FMA:14829
CL:0000071$$1478,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1479,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1480,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1481,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0035180,sigmoid artery,AS,blood_vasculature,UBERON:0035180
CL:0000071$$1482,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1483,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1484,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1485,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0035040,superior rectal artery,AS,blood_vasculature,UBERON:0035040
CL:0000071$$1486,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1487,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1488,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1489,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0012255,inferior phrenic artery,AS,blood_vasculature,UBERON:0012255
CL:0000071$$1490,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1491,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1492,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1493,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001198,superior suprarenal artery,AS,blood_vasculature,UBERON:0001198
CL:0000071$$1494,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1495,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1496,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1497,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0035529,left common iliac artery,AS,blood_vasculature,UBERON:0035529
CL:0000071$$1498,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1499,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1500,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1501,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14747,Left inferior phrenic artery,AS,blood_vasculature,FMA:14747
CL:0000071$$1502,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1503,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1504,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1505,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14742,Left first lumbar artery,AS,blood_vasculature,FMA:14742
CL:0000071$$1506,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1507,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1508,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1509,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14743,Left second lumbar artery,AS,blood_vasculature,FMA:14743
CL:0000071$$1510,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1511,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1512,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1513,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14744,Left third lumbar artery,AS,blood_vasculature,FMA:14744
CL:0000071$$1514,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1515,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1516,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1517,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14745,Left fourth lumbar artery,AS,blood_vasculature,FMA:14745
CL:0000071$$1518,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1519,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1520,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1521,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14903,Left fifth lumbar artery,AS,blood_vasculature,FMA:14903
CL:0000071$$1522,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1523,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1524,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1525,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14756,Left middle suprarenal artery,AS,blood_vasculature,FMA:14756
CL:0000071$$1526,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1527,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1528,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1529,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:14763,Left ovarian artery,AS,blood_vasculature,FMA:14763
CL:0000071$$1530,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1531,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1532,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1533,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001186,left renal artery,AS,blood_vasculature,UBERON:0001186
CL:0000071$$1534,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1535,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1536,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1537,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001189,left testicular artery,AS,blood_vasculature,UBERON:0001189
CL:0000071$$1538,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1539,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1540,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1541,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0006636,lumbar artery,AS,blood_vasculature,UBERON:0006636
CL:0000071$$1542,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1543,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1544,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1545,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:segmental-spinal-artery-3,segmental spinal artery #3,AS,blood_vasculature,ASCTB-TEMP:segmental-spinal-artery-3
CL:0000071$$1546,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1547,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1548,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1549,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0005464,median sacral artery,AS,blood_vasculature,UBERON:0005464
CL:0000071$$1550,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1551,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1552,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1553,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0012173,middle suprarenal artery,AS,blood_vasculature,UBERON:0012173
CL:0000071$$1554,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1555,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1556,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1557,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001190,ovarian artery,AS,blood_vasculature,UBERON:0001190
CL:0000071$$1558,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1559,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1560,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1561,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001184,renal artery,AS,blood_vasculature,UBERON:0001184
CL:0000071$$1562,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1563,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1564,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1565,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:70501,Anterior inferior segmental renal artery,AS,blood_vasculature,FMA:70501
CL:0000071$$1566,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1567,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1568,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1569,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:70500,Anterior superior segmental renal artery,AS,blood_vasculature,FMA:70500
CL:0000071$$1570,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1571,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1572,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1573,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:70502,Inferior segmental renal artery,AS,blood_vasculature,FMA:70502
CL:0000071$$1574,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1575,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1576,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1577,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0002056,inferior suprarenal artery,AS,blood_vasculature,UBERON:0002056
CL:0000071$$1578,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1579,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1580,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1581,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:70503,Posterior segmental renal artery,AS,blood_vasculature,FMA:70503
CL:0000071$$1582,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1583,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1584,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1585,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:70494,Segmental renal artery,AS,blood_vasculature,FMA:70494
CL:0000071$$1586,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1587,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1588,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1589,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0009885,interlobar artery,AS,blood_vasculature,UBERON:0009885
CL:0000071$$1590,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1591,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1592,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1593,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001552,kidney arcuate artery,AS,blood_vasculature,UBERON:0001552
CL:0000071$$1594,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1595,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1596,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1597,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0004723,interlobular artery,AS,blood_vasculature,UBERON:0004723
CL:0000071$$1598,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1599,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1600,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1601,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0004639,renal afferent arteriole,AS,blood_vasculature,UBERON:0004639
CL:0000071$$1602,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$1603,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$1604,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1605,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0004212,glomerular capillary,AS,blood_vasculature,UBERON:0004212
CL:0000071$$1606,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$1607,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0004640,renal efferent arteriole,AS,blood_vasculature,UBERON:0004640
CL:0000071$$1608,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$1609,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$1610,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1611,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0009202,vasa recta descending limb,AS,blood_vasculature,UBERON:0009202
CL:0000071$$1612,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$1613,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0004726,vasa recta,AS,blood_vasculature,UBERON:0004726
CL:0000071$$1614,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$1615,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0005272,peritubular capillary,AS,blood_vasculature,UBERON:0005272
CL:0000071$$1616,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$1617,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:70499,Superior segmental renal artery,AS,blood_vasculature,FMA:70499
CL:0000071$$1618,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1619,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1620,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1621,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0003468,ureteric segment of renal artery,AS,blood_vasculature,UBERON:0003468
CL:0000071$$1622,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$1623,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$1624,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$1625,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0035322,right common iliac artery,AS,blood_vasculature,UBERON:0035322
CL:0000071$$1626,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
